FIELDNAME,LANGUAGE,TEXT
VALSOBJ_ID,D,ID d. BewTeilobjekts
VALSOBJ_ID,E,ID of ValSubobj.
VALSOBJ_ID,S,ID de obj.parc.val.
VBEL2,D,Verkaufsbeleg
VBEL2,E,Sales Document
VBEL2,S,Documento venta
VBEWA,D,Bewegungsart
VBEWA,E,Flow Type
VBEWA,S,Cl.movimiento
VERTN,D,Vertragsnummer
VERTN,E,Contract Number
VERTN,S,Nº contrato
VERTT,D,Vertragsart
VERTT,E,Contract Type
VERTT,S,Clase contrato
VORGN,D,Vorgangsart
VORGN,E,Activity type
VORGN,S,Clase operación
VPRSV,D,Preisstrg
VPRSV,E,Price control
VPRSV,S,Ctrl precios
VRSDT,D,Versich.Datum
VRSDT,E,Insurance date
VRSDT,S,Fecha seguro
VRSKZ,D,VersichKennz.
VRSKZ,E,Insurance ind.
VRSKZ,S,In. seguro
WMWST,D,Steuerbetrag
WMWST,E,Tax amount
WMWST,S,Impte.impuesto
WRBT1,D,Betrag
WRBT1,E,Amount
WRBT1,S,Importe
WRBT2,D,Betrag
WRBT2,E,Amount
WRBT2,S,Importe
WRBT3,D,Betrag
WRBT3,E,Amount
WRBT3,S,Importe
WRBTR,D,Betrag
WRBTR,E,Amount
WRBTR,S,Importe
WSKTO,D,Skontobetrag
WSKTO,E,Disc. amount
WSKTO,S,Importe DPP
WVERW,D,Verwendung
WVERW,E,Usage
WVERW,S,Utilización
XANET,D,Kennzeichen: Anzahlung im Nettoverfahren ?
XANET,E,Indicator: Down payment in net procedure ?
XANET,S,Indicador: ¿ Anticipo en procedimiento neto ?
XBILK,D,Bestandskonto
XBILK_1,D,Bestandskonto
XBILK,E,Balance sheet acct
XBILK_1,E,Balance sheet acct
XBILK,S,Cuenta de balance
XBILK_1,S,Cuenta de balance
XCPDD,D,Individ Ze
XCPDD,E,Individ.set
XCPDD,S,Fij.indiv.
XFAKT,D,Kennzeichen: Faktura Update erfolgt ?
XFAKT,E,Indicator: Billing document update successful ?
XFAKT,S,Indicador: ¿ Se actualizó la factura ?
XFRGE_BSEG,D,freigegeben
XFRGE_BSEG,E,Released
XFRGE_BSEG,S,Liberados
XHKOM,D,Hauptb.manuell
XHKOM,E,Manual G/L acct
XHKOM,S,Cta.mayor man.
XHRES,D,Kennzeichen: Hauptbuchkonto resident ?
XHRES,E,Indicator: Resident G/L account?
XHRES,S,Indicador: Cuenta de mayor residente
XINVE,D,Invest.Kz.
XINVE,E,Invest.ID
XINVE,S,Ind.invers.
XKRES,D,Einzelposten
XKRES_1,D,Einzelposten
XKRES,E,Line items
XKRES_1,E,Line items
XKRES,S,Partidas indiv.
XKRES_1,S,Partidas indiv.
XLGCLR_1,D,LG-spezif. Ausgl.
XLGCLR_1,E,LdgrGrp-SpecClearing
XLGCLR_1,S,CompensEspGpoLedgers
XNCOP,D,Kennzeichen: Posten nicht kopierbar ?
XNCOP,E,Indicator: Items cannot be copied?
XNCOP,S,Indicador: ¿ Partida no copiable ?
XOPVW,D,OP-Verwaltung
XOPVW_1,D,OP-Verwaltung
XOPVW,E,OI Management
XOPVW_1,E,OI Management
XOPVW,S,Gestión de PAs
XOPVW_1,S,Gestión de PAs
XPANZ,D,Pos. anzeigen
XPANZ,E,Display item
XPANZ,S,Visualizar pos.
XPYPR,D,Zahlg unterwegs
XPYPR,E,Payment sent
XPYPR,S,Pago en trámite
XRAGL,D,Rücknahme Ausgleich
XRAGL,E,Reverse clearing
XRAGL,S,Anular compensación
XREF1,D,Referenzschl 1
XREF1,E,Reference key 1
XREF1,S,Clave ref.1
XREF2,D,Referenzschl 2
XREF2,E,Reference key 2
XREF2,S,Clave ref.2
XREF3,D,Referenzschl 3
XREF3,E,Reference key 3
XREF3,S,Clave ref. 3
XSAUF,D,Auf.buch. stat
XSAUF,E,Ord.post.stat.
XSAUF,S,Cont.ord.estad.
XSERG,D,Erg.buch. stat.
XSERG,E,PrA post. stat.
XSERG,S,Cont.res.estad.
XSKRL,D,Ohne Sknto
XSKRL,E,W/o c.disc.
XSKRL,S,Sin dcto.
XSKST,D,Kstbuchung stat
XSKST,E,CCtPosting stat
XSKST,S,Cont.CeCo estad
XSPRO,D,Pro.buch. stat.
XSPRO,E,ProjPost. stat
XSPRO,S,Contab.py.estad
XUMAN,D,Kennzeichen: Umbuchung aus Anzahlung ?
XUMAN,E,Indicator: Transfer posting from down payment ?
XUMAN,S,Indicador: ¿ Traslado de anticipo ?
XUMSW,D,Umsatzwirksam
XUMSW,E,Sales-related
XUMSW,S,Con ef.s.ventas
XZAHL,D,Z.vorg.
XZAHL,E,Pymt tran.
XZAHL,S,Oper.pago
ZBFIX,D,Fixiert
ZBFIX,E,Fixed
ZBFIX,S,Fija
ZFBDT,D,Basisdatum
ZFBDT,E,Baseline Date
ZFBDT,S,Fecha base
ZINKZ,D,Zinssperre
ZINKZ,E,Interest block
ZINKZ,S,Blq. intereses
ZLSCH,D,Zahlweg
ZLSCH,E,Pmt Method
ZLSCH,S,Vía pago
ZLSPR,D,Zahlsperre
ZLSPR,E,Pmnt Block
ZLSPR,S,Bloqueo pago
ZOLLD,D,Zolldatum
ZOLLD,E,Customs date
ZOLLD,S,Fe.aduana
ZOLLT,D,Zolltarif-Nr.
ZOLLT,E,Cust.tariff no.
ZOLLT,S,Nº arancel
ZTERM_1,D,Zahlungsbed
ZTERM_1,E,Payt Terms
ZTERM_1,S,Cond.pago
ZUMSK,D,Ziel-Sondhb.Kz.
ZUMSK,E,Trg.sp.G/L ind.
ZUMSK,S,In.CME dest.
FWSTE,D,Betrag
FWSTE,E,Amount
FWSTE,S,Importe
H2BAS,D,Basis HW 2
H2BAS,E,LC 2 base
H2BAS,S,Base ML2
H2STE,D,Steuer HW 2
H2STE,E,LC 2 tax
H2STE,S,Cuota ML2
H3BAS,D,Basis HW 3
H3BAS,E,LC 3 base
H3BAS,S,Base ML3
H3STE,D,Steuer HW 3
H3STE,E,LC 3 tax
H3STE,S,Cuota ML3
HWSTE,D,HW-Steuer
HWSTE,E,LC tax
HWSTE,S,Impto.mon.loc.
KBETR,D,Prozent
KBETR,E,Percent
KBETR,S,%
LSTML,D,Meldeland
LSTML,E,Reporting cntry
LSTML,S,País de declar.
LWBAS,D,Basisbetrag
LWBAS,E,Base amount
LWBAS,S,Importe base
LWSTE,D,Steuer Landesw.
LWSTE,E,Cntry curr.tax
LWSTE,S,IVA moneda loc.
MLDDT,D,Meldedatum
MLDDT,E,Report.date
MLDDT,S,Fecha declarac.
STBKZ,D,Buchungskennz.
STBKZ,E,Posting indic.
STBKZ,S,Ind.contabiliz.
STMDT,D,Meldung am
STMDT,E,Return on
STMDT,S,Declaración  a
STMTI,D,Meldung um
STMTI,E,Return on
STMTI,S,Decl.a las
TXJDP,D,Jurisdict.Code
TXJDP,E,Jurisdict. code
TXJDP,S,Cód.jurisdicc.
TXJLV,D,Jurisdiction Level
TXJLV,E,Jurisdiction level
TXJLV,S,Niv.emplaz.fiscal
TXMOD,D,Steuer mod
TXMOD,E,Tax modified
TXMOD,S,Impto.mod.
INFAE,D,inv. Fälligkeit
INFAE,E,Inv. Due Date
INFAE,S,Fe.inver.venc.
UEBGDAT,D,Datum Ger. Mahnverf.
UEBGDAT,E,Date of legal dunn.
UEBGDAT,S,Fecha proc.recl.jud.
VPOS2,D,Nummer
VPOS2,E,Number
VPOS2,S,Número
XARCH,D,Archiv
XARCH,E,Archive
XARCH,S,Archivo
XNOZA,D,Kennzeichen: Konto wird nicht gezahlt
XNOZA,E,Indicator: Account is not counted
XNOZA,S,Indicador: La cuenta no se paga
ADATU_1,D,Angelegt am
ADATU_1,E,Created on
ADATU_1,S,Creado el
AENNR,D,Änderungsnr.
AENNR,E,Change Number
AENNR,S,Nº modif.
ANAME_1,D,Angelegt von
ANAME_1,E,Created by
ANAME_1,S,Creado por
ANZDZ,D,Dezimalstellen
ANZDZ,E,Decimal Places
ANZDZ,S,Decimales
ANZST,D,Anzahl Stellen
ANZST,E,Number of Chars
ANZST,S,Ctd.posiciones
ATAEN,D,Bilanzierbar
ATAEN,E,Balance char
ATAEN,S,Para balance
ATAME,D,Merk. mehrspr.
ATAME,E,Multiling char
ATAME,S,Caract.var.idio
ATAUTH,D,BerGruppe
ATAUTH,E,Auth.Group
ATAUTH,S,Gr.autoriz.
ATBSO,D,Sort. d. Bew.
ATBSO,E,Sort values
ATBSO,S,Clasif-valorac.
ATDEX,D,Exp.Darstellg.
ATDEX,E,Exponent Disp.
ATDEX,S,Repr.exponente
ATDIM,D,Exponent
ATDIM,E,Exponent
ATDIM,S,Exponente
ATEIN,D,Einwertig
ATEIN,E,Single-value
ATEIN,S,De un valor
ATEND,D,Summierbar
ATEND,E,Aggreg. char.
ATEND,S,Totalizable
ATERF,D,Eing.erford.
ATERF,E,Entry Required
ATERF,S,Entrada necesar
ATFEL,D,Feldname
ATFEL,E,Field Name
ATFEL,S,Nombre campo
ATFGA,D,formatger.
ATFGA,E,Formatted
ATFGA,S,Según formato
ATFOD,D,formatfr.Eing.
ATFOD,E,Unformatted
ATFOD,S,Entrada s.form.
ATFOR,D,Format
ATFOR,E,Format
ATFOR,S,Formato
ATGLA,D,Einschränkbar
ATGLA,E,Restrictable
ATGLA,S,Restringible
ATGLO,D,eingabereit
ATGLO,E,Entry possible
ATGLO,S,Dispon. entrada
ATHIE,D,Auflösen Hiera.
ATHIE,E,Expl. hierarchy
ATHIE,S,DesglosarJerar.
ATHKA,D,Nur Knoten
ATHKA,E,Only node
ATHKA,S,Sólo nodos
ATHKO,D,Knoten auswhlb.
ATHKO,E,NodesSelectable
ATHKO,S,Nodos selec.
ATIDN,D,Merkmal ID
ATIDN,E,Charact ID
ATIDN,S,ID-característ.
ATINN,D,Int. Merkmal
ATINN,E,Internal char.
ATINN,S,Característ.int
ATINP,D,keine Eingabe
ATINP,E,No input
ATINP,S,Sin entrada
ATINT,D,Invallwerte
ATINT,E,Interval Values
ATINT,S,Valores-interv.
ATKLA,D,Merkmalgruppe
ATKLA,E,Chars Group
ATKLA,S,Grupo caract.
ATKLE,D,Groß/klein
ATKLE,E,Case Sensitive
ATKLE,S,Mayús./Minúsc.
ATKON,D,Konvertierung
ATKON,E,Conversion
ATKON,S,Conversión
ATMST,D,Status
ATMST,E,Status
ATMST,S,Status
ATNAM,D,Merkmal
ATNAM,E,Characteristic
ATNAM,S,Característica
ATPRF,D,Funktion
ATPRF,E,Function
ATPRF,S,Función
ATPRR,D,Prüfreport
ATPRR,E,Check program
ATPRR,S,RepVerif.
ATPRT,D,Prüftabelle
ATPRT,E,Check table
ATPRT,S,Tab.verif.
ATSCH,D,Schablone
ATSCH,E,Template
ATSCH,S,Máscara edición
ATSON,D,Zus. Werte
ATSON,E,Addnl Values
ATSON,S,Valores adicion
ATTAB,D,Tabellenname
ATTAB,E,Table Name
ATTAB,S,Tabla
ATTEI,D,Feldn.Einheit
ATTEI,E,Unit Field Name
ATTEI,S,NombCampo-unid.
ATTOL,D,Toleranzangaben
ATTOL,E,Tolerances
ATTOL,S,Indic.toleranc.
ATUNS,D,Eing.erf. Konf.
ATUNS,E,Entry reqd conf
ATUNS,S,EntrNecesConfig
ATVIE,D,keine Anzeige
ATVIE,E,Hidden
ATVIE,S,Sin visualiz.
ATVOR,D,Vorzeichen
ATVOR,E,+/- Sign
ATVOR,S,Signo +/-
ATVPL,D,Vorplanung
ATVPL,E,Planning
ATVPL,S,Preplanificación
ATVSC,D,mit Schablone
ATVSC,E,With Template
ATVSC,S,con plantilla
ATWME,D,Werte mehrspr.
ATWME,E,Multiling vals
ATWME,S,Valor.var.idiom
ATWRD,D,mit Wert
ATWRD,E,Display Values
ATWRD,S,con valor
ATWRI,D,Reihenflg.beh.
ATWRI,E,Keep sequence
ATWRI,S,Dejar secuencia
ATWSO,D,Sortierung
ATWSO,E,Sort
ATWSO,S,Clasificación
ATXAC,D,Mehr.Zuord.
ATXAC,E,Mult.assgmt
ATXAC,S,Asign.múltiple
ATYAC,D,rechtsbündig
ATYAC,E,Align right
ATYAC,S,Alineado dcha
ATZUS,D,Bewertung mögl.
ATZUS,E,Value assgmt
ATZUS,S,Valorac.posible
AUSWAHLMGE,D,Auswahlmenge
AUSWAHLMGE,E,Selected Set
AUSWAHLMGE,S,Conjunto selec.
CLINT_1,D,Int.Klasnr
CLINT_1,E,Int class no.
CLINT_1,S,Nº interno cl.
COUNTRYGRP,D,Ländergrp.
COUNTRYGRP,E,Country group
COUNTRYGRP,S,Grupo países
DATUV_1,D,Gültig ab
DATUV_1,E,Valid From
DATUV_1,S,Válido de
DOKAR_1,D,Dokumentart
DOKAR_1,E,Document Type
DOKAR_1,S,Clase documento
DOKNR_1,D,Dokument
DOKNR_1,E,Document
DOKNR_1,S,Documento
DOKTL_1,D,Teildokument
DOKTL_1,E,Document Part
DOKTL_1,S,Doc.parcial
DOKVR_1,D,Dokumentversion
DOKVR_1,E,Doc. Version
DOKVR_1,S,Versión doc.
KATALOGART,D,Katalog
KATALOGART,E,Catalog
KATALOGART,S,Catálogo
KNOBJ_1,D,Zuordngsnr.
KNOBJ_1,E,Assgmt no.
KNOBJ_1,S,Nº asignación
LKENZ_1,D,Lösch-Kz.
LKENZ_1,E,Deletion Ind.
LKENZ_1,S,Ind.borrado
MSEHI,D,int. Maßeinheit
MSEHI,E,Int. meas. unit
MSEHI,S,Un.medida int.
TECHV_1,D,Tech. St. von
TECHV_1,E,Tech st from
TECHV_1,S,EstdTécn.desde
VDATU_1,D,Geändert am
VDATU_1,E,Changed on
VDATU_1,S,Modificado el
VNAME_1,D,Geändert von
VNAME_1,E,Changed by
VNAME_1,S,Modificado por
ADZHL_1,D,int. Zähler
ADZHL_1,E,Int. counter
ADZHL_1,S,Contador int.
AENNR_1,D,Änderungsnr.
AENNR_1,E,Change Number
AENNR_1,S,Nº modif.
ATBEZ,D,Bezeichnung
ATBEZ,E,Description
ATBEZ,S,Denominación
ATINN_1,D,Int. Merkmal
ATINN_1,E,Internal char.
ATINN_1,S,Característ.int
ATUE1,D,Überschrift 1
ATUE1,E,Heading 1
ATUE1,S,Título 1
ATUE2,D,Überschrift 2
ATUE2,E,Heading 2
ATUE2,S,Título 2
DATUV_2,D,Gültig ab
DATUV_2,E,Valid From
DATUV_2,S,Válido de
LKENZ_2,D,Lösch-Kz.
LKENZ_2,E,Deletion Ind.
LKENZ_2,S,Ind.borrado
TECHV_2,D,Tech. St. von
TECHV_2,E,Tech st from
TECHV_2,S,EstdTécn.desde
AENNR_2,D,Änderungsnr.
AENNR_2,E,Change Number
AENNR_2,S,Nº modif.
ATAW1,D,int. Maßeinheit
ATAW1,E,Int. meas. unit
ATAW1,S,Un.medida int.
ATAWE,D,int. Maßeinheit
ATAWE,E,Int. meas. unit
ATAWE,S,Un.medida int.
ATCOD,D,Code
ATCOD,E,Code
ATCOD,S,Código
ATFLB,D,Wert bis
ATFLB,E,Value to
ATFLB,S,Valor a
ATFLV,D,Wert von
ATFLV,E,Value from
ATFLV,S,Valor de
ATIDN_1,D,Merkmal ID
ATIDN_1,E,Charact ID
ATIDN_1,S,ID-característ.
ATINC,D,Schrittweite
ATINC,E,Increment
ATINC,S,Incremento
ATPRZ,D,In Prozent
ATPRZ,E,Percentage
ATPRZ,S,en %
ATSTD,D,Vorschlagswert
ATSTD,E,Default
ATSTD,S,Valor propuesta
ATTLB,D,Toleranz bis
ATTLB,E,Tolerance to
ATTLB,S,Tolerancia a
ATTLV,D,Toleranz von
ATTLV,E,Tolerance from
ATTLV,S,Tolerancia de
ATVPL_1,D,Vorplanung
ATVPL_1,E,Planning
ATVPL_1,S,Preplanificación
ATWHI,D,Unterg. Werte
ATWHI,E,Sub. values
ATWHI,S,Valores subord.
ATWRT,D,Merkmalwert
ATWRT,E,Char. Value
ATWRT,S,Valor caract.
ATZHH,D,int.Zähler
ATZHH,E,Int counter
ATZHH,S,Contador intern
ATZHL,D,int.Zähler
ATZHL,E,Int counter
ATZHL,S,Contador intern
DATUV_3,D,Gültig ab
DATUV_3,E,Valid From
DATUV_3,S,Válido de
DOKAR_2,D,Dokumentart
DOKAR_2,E,Document Type
DOKAR_2,S,Clase documento
DOKNR_2,D,Dokument
DOKNR_2,E,Document
DOKNR_2,S,Documento
DOKTL_2,D,Teildokument
DOKTL_2,E,Document Part
DOKTL_2,S,Doc.parcial
DOKVR_2,D,Dokumentversion
DOKVR_2,E,Doc. Version
DOKVR_2,S,Versión doc.
KNOBJ_2,D,Zuordngsnr.
KNOBJ_2,E,Assgmt no.
KNOBJ_2,S,Nº asignación
LKENZ_3,D,Lösch-Kz.
LKENZ_3,E,Deletion Ind.
LKENZ_3,S,Ind.borrado
SPRAS_1,D,Sprache
SPRAS_1,E,Language
SPRAS_1,S,Idioma
TECHV_3,D,Tech. St. von
TECHV_3,E,Tech st from
TECHV_3,S,EstdTécn.desde
TXTNR,D,Textnummer
TXTNR,E,Text number
TXTNR,S,Número de texto
ATWTB,D,Bezeichnung
ATWTB,E,Description
ATWTB,S,Denominación
ATZHL_1,D,int.Zähler
ATZHL_1,E,Int counter
ATZHL_1,S,Contador intern
_DATAAGING,D,Datenfilterwert für Data Aging
_DATAAGING,E,Data Filter Value for Data Aging
ACT_CHNGNO,D,Belegnummer
ACT_CHNGNO,E,Document number
ACT_CHNGNO,S,Nº documento
CHANGE_IND,D,Änd.Anw.Objekt
CHANGE_IND,E,Appl.obj.change
CHANGE_IND,S,Mod.objeto apl.
CHANGENR,D,Belegnummer
CHANGENR,E,Document number
CHANGENR,S,Nº documento
LANGU,D,Sprache
LANGU,E,Language
LANGU,S,Idioma
MANDANT,D,Mandant
MANDANT,E,Client
MANDANT,S,Mandante
OBJECTCLAS,D,Änderungsbelegobjekt
OBJECTCLAS,E,Change doc. object
OBJECTCLAS,S,Objeto doc.modif.
OBJECTID,D,Objektwert
OBJECTID,E,Object value
OBJECTID,S,Valor de objeto
PLANCHNGNR,D,Änd.Nummer
PLANCHNGNR,E,Change no.
PLANCHNGNR,S,Nº modif.
TCODE,D,Transaktion
TCODE,E,Transaction
TCODE,S,Transacción
UDATE,D,Datum
UDATE,E,Date
UDATE,S,Fecha
USERNAME,D,Benutzer
USERNAME,E,User
USERNAME,S,Usuario
UTIME,D,Uhrzeit
UTIME,E,Time
UTIME,S,Hora
VERSION,D,Feld der Laenge 3 Bytes
VERSION,E,3-Byte field
VERSION,S,Campo con longitud de 3 byte
WAS_PLANND,D,erzeugt
WAS_PLANND,E,gener.
WAS_PLANND,S,creado
_DATAAGING_1,D,Datenfilterwert für Data Aging
_DATAAGING_1,E,Data Filter Value for Data Aging
CHANGENR_1,D,Belegnummer
CHANGENR_1,E,Document number
CHANGENR_1,S,Nº documento
CHNGIND,D,Änderungskz.
CHNGIND,E,Change ID
CHNGIND,S,ID modificación
CUKY_NEW,D,CUKY
CUKY_NEW,E,CUKY
CUKY_NEW,S,CUKY
CUKY_OLD,D,CUKY
CUKY_OLD,E,CUKY
CUKY_OLD,S,CUKY
FNAME,D,Feldname
FNAME,E,Field Name
FNAME,S,Nombre campo
MANDANT_1,D,Mandant
MANDANT_1,E,Client
MANDANT_1,S,Mandante
OBJECTCLAS_1,D,Änderungsbelegobjekt
OBJECTCLAS_1,E,Change doc. object
OBJECTCLAS_1,S,Objeto doc.modif.
OBJECTID_1,D,Objektwert
OBJECTID_1,E,Object value
OBJECTID_1,S,Valor de objeto
TABKEY,D,Tab.Schlüssel
TABKEY,E,Table Key
TABKEY,S,Clave tabla
TABNAME,D,Tabellenname
TABNAME,E,Table Name
TABNAME,S,Tabla
TEXT_CASE,D,Textkz.
TEXT_CASE,E,Text flag
TEXT_CASE,S,ID texto
UNIT_NEW,D,Einheit
UNIT_NEW,E,Unit
UNIT_NEW,S,Unidad
UNIT_OLD,D,Einheit
UNIT_OLD,E,Unit
UNIT_OLD,S,Unidad
VALUE_NEW,D,neuer Wert
VALUE_NEW,E,New value
VALUE_NEW,S,Valor nuevo
VALUE_OLD,D,alter Wert
VALUE_OLD,E,Old value
VALUE_OLD,S,Valor anterior
LOCK_IND,D,Sperrkennzeichen
LOCK_IND,E,Lock indicator
LOCK_IND,S,Ind.bloqueo
MERKMAL,D,Merkmalenfeld
MERKMAL,E,Characteristic
MERKMAL,S,Cpo. caracter.
NPRCTR,D,Nachf.Prctr
NPRCTR,E,Successor
NPRCTR,S,PC sucesor
PCA_TEMPLATE,D,Template Formelpl.
PCA_TEMPLATE,E,Form. Planning Temp.
PCA_TEMPLATE,S,Modelo plan.fórm.
BUKRS_2,D,Buchungskreis
BUKRS_2,E,Company Code
BUKRS_2,S,Sociedad
ETYPE_1,D,Beteil.Klasse
ETYPE_1,E,Equity type
ETYPE_1,S,Clase partic.
RECID_1,D,Kostentyp
RECID_1,E,Recovery Indic.
RECID_1,S,Tipo coste
DATBI,D,Gültig bis
DATBI,E,Valid To
DATBI,S,Fin de validez
CHARG_1,D,Charge
CHARG_1,E,Batch
CHARG_1,S,Lote
DUMMY,D,Dummyfunktion in der Laenge 1
DUMMY,E,Dummy function in length 1
DUMMY,S,Función ficticia de long.1
LICHA_1,D,LieferCharge
LICHA_1,E,Vendor Batch
LICHA_1,S,Lote-proveedor
VERAB_1,D,Verfügbar ab
VERAB_1,E,Available from
VERAB_1,S,Disponible dsd
VFDAT_1,D,Verfallsdat/MHD
VFDAT_1,E,SLED/BBD
VFDAT_1,S,FeCadc/FePrfCns
XSTBW,D,KzStornoBwart
XSTBW,E,RevMvmtTypeInd.
XSTBW,S,IndClsMovAnul
XZUGA,D,KzZugang
XZUGA,E,Receipt indic.
XZUGA,S,Ind.entrada
ZUSCH_1,D,Zustandsschl.
ZUSCH_1,E,Status key
ZUSCH_1,S,Clave de estado
ZUSTD_1,D,Nicht frei
ZUSTD_1,E,Batch restr.
ZUSTD_1,S,No libre
ABSDT,D,Abgeschl. am
ABSDT,E,Closed on
ABSDT,S,Cerrado el
ABSNM,D,Abgeschl.von
ABSNM,E,Closed by
ABSNM,S,Cerrado por
AENDT,D,Geändert am
AENDT,E,Changed On
AENDT,S,Modificado el
AENNM,D,Geändert von
AENNM,E,Changed by
AENNM,S,Modificado por
CKCM,D,Kalk.modell
CKCM,E,Costng Model
CKCM,S,Modelo CC
CKCMV,D,Nummer
CKCMV,E,Number
CKCMV,S,Número
DIPER,D,Periodenabstand
DIPER,E,Period Interval
DIPER,S,Dist. entre per
DLFLG,D,Löschvormerk
DLFLG,E,Deletion Flag
DLFLG,S,Petición borr.
ERFDT,D,Erfaßt am
ERFDT,E,Created on
ERFDT,S,Registrado el
FCPMG,D,Verteilungsschlüssel
FCPMG,E,Distribution Key
FCPMG,S,Clave distribución
FFACT,D,*
FFACT,E,*
FFACT,S,*
FILENAME,D,Name
FILENAME,E,Name
FILENAME,S,Nombre
FILEPATH,D,Beschreibung
FILEPATH,E,Description
FILEPATH,S,Descripción
FRFLG,D,Freigegeben
FRFLG,E,Released
FRFLG,S,Liberado
FROPER,D,Von-Periode
FROPER,E,From Period
FROPER,S,De período
FVFLG,D,Fix/Variabel
FVFLG,E,Fixed/Variable
FVFLG,S,Fijo/variable
FWGES,D,Gesamtwert(FW)
FWGES,E,Total Value(FC)
FWGES,S,Valor total(ME)
GWRT1,D,Gesamtwert1
GWRT1,E,Total value 1
GWRT1,S,Valor total 1
GWRT2,D,Gesamtwert1
GWRT2,E,Total value 1
GWRT2,S,Valor total 1
GWRT3,D,Gesamtwert1
GWRT3,E,Total value 1
GWRT3,S,Valor total 1
GWRT4,D,Gesamtwert1
GWRT4,E,Total value 1
GWRT4,S,Valor total 1
GWRT5,D,Gesamtwert1
GWRT5,E,Total value 1
GWRT5,S,Valor total 1
HWGES,D,Gesamtwert(HW)
HWGES,E,Total Value(LC)
HWGES,S,Valor total(ML)
HWGFX,D,GesWert fix(HW)
HWGFX,E,TVal Fixed (LC)
HWGFX,S,Val.tot.f.(ML)
INTHIER,D,mit int. Hier.
INTHIER,E,With Int. Hier.
INTHIER,S,con jer.int.
KKBWVAR,D,Bewert.Var.
KKBWVAR,E,Valtn Variant
KKBWVAR,S,Var. valoración
KKSAPRL,D,Release
KKSAPRL,E,Release
KKSAPRL,S,Release
KNNZ1,D,Kalk. Excel
KNNZ1,E,Cost Est. Excel
KNNZ1,S,Cálc.csts.excel
KNNZ2,D,Nachbearbeitung
KNNZ2,E,Postprocessing
KNNZ2,S,Tratam.post.
KNNZ3,D,KennzEKalkul
KNNZ3,E,Unit Costg Ind.
KNNZ3,S,In.cálc.unitar.
KNNZ4,D,KennzEKalkul
KNNZ4,E,Unit Costg Ind.
KNNZ4,S,In.cálc.unitar.
KNNZ5,D,KennzEKalkul
KNNZ5,E,Unit Costg Ind.
KNNZ5,S,In.cálc.unitar.
KRSDT,D,Kursdatum
KRSDT,E,Exch. Rate Date
KRSDT,S,Fecha T/C
LOG_HANDLE,D,Handle
LOG_HANDLE,E,Handle
LOG_HANDLE,S,Handle
MAXCID,D,Max. Comp. Id.
MAXCID,E,Max. Comp. ID.
MAXCID,S,ID comp.máx.
ME_SUMM1,D,Mengeneinheit
ME_SUMM1,E,Unit of Measure
ME_SUMM1,S,Unidad medida
MEEHT,D,Bewertungs-ME
MEEHT,E,Valuation Unit
MEEHT,S,UM valoración
PKANZ,D,Anzahl PKomp
PKANZ,E,No. Price Comps
PKANZ,S,Nº comp. precio
PRVFN,D,Preisverfahren
PRVFN,E,Pricing proc.
PRVFN,S,Proced. precios
PSANZ,D,PositionAnzahl
PSANZ,E,Number of Items
PSANZ,S,Ctd.posición
PSDAT,D,Preisdatum
PSDAT,E,Pricing Date
PSDAT,S,Fecha de precio
STATK,D,Status
STATK,E,Status
STATK,S,Status
STRNG,D,Steuerung
STRNG,E,Control
STRNG,S,Control
SUMM1_KPF,D,MengensummeTypS
SUMM1_KPF_DISP,D,MengensummeTypS
SUMM1_KPF,E,QtyTotalItmCatS
SUMM1_KPF_DISP,E,QtyTotalItmCatS
SUMM1_KPF,S,Suma ctds. tp.S
SUMM1_KPF_DISP,S,Suma ctds. tp.S
SUMM2_KPF,D,InvestSum.TypS
SUMM2_KPF,E,CapSpendTotCatS
SUMM2_KPF,S,Suma inver.tp.S
SUMM3_KPF,D,Summe d.Posit.
SUMM3_KPF,E,Items total
SUMM3_KPF,S,Suma posiciones
TFACT,D,*
TFACT,E,*
TFACT,S,*
TKURS,D,PKurs
TKURS,E,Item Exch. Rate
TKURS,S,T/C posición
TKURST,D,Kurstyp
TKURST,E,Exch. Rate Type
TKURST,S,Tipo cotización
TOPER,D,Bis Periode
TOPER,E,To Period
TOPER,S,A período
TWGES,D,Gesamtwert
TWGES,E,Total Value
TWGES,S,Valor total
UKURS,D,Kurs
UKURS,E,Rate
UKURS,S,Tipo cambio
ZTFLG,D,Zeitbezogen
ZTFLG,E,Time-based
ZTFLG,S,Temporal
ASNUM,D,Leistungsnummer
ASNUM,E,Activity Number
ASNUM,S,Número servicio
AUSMG,D,Ausschußmenge
AUSMG_DISP,D,Ausschußmenge
AUSMG,E,Scrap Quantity
AUSMG_DISP,E,Scrap Quantity
AUSMG,S,Ctd.rechazo
AUSMG_DISP,S,Ctd.rechazo
AUSMGKO,D,Komp.aussch.
AUSMGKO_DISP,D,Komp.aussch.
AUSMGKO,E,Comp. Scrap
AUSMGKO_DISP,E,Comp. Scrap
AUSMGKO,S,Rechazo compon.
AUSMGKO_DISP,S,Rechazo compon.
AUSPROZ,D,Ausschuß (%)
AUSPROZ,E,Scrap (%)
AUSPROZ,S,Rechazo (%)
BAUGR,D,Baugruppe
BAUGR,E,Assembly
BAUGR,S,Conjunto
COMPONENT_ID,D,Zeiger Einzeln.
COMPONENT_ID,E,Pointer Itemiz.
COMPONENT_ID,S,PuntInfoDetall
